Name,Team,Age,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Location+,F-Strike%,K-BB%,Location+,PlayerId,MLBAMID
Riley O'Brien,STL,30,48,,115.9473770491803,,,96.18305677,131.31462500000004,97.32,,,93.54251656,0.61306533,0.11557789,93.54251656,20348,676617
Edwin Díaz,NYM,31,66.1,103.18910714285714,,,,116.84407920792077,,91.46,,,93.28238498,0.55426357,0.29844961,93.28238498,14710,621242
Jeff Hoffman,TOR,32,68,112.39814058956917,107.36439024390248,,95.95582089552238,108.38125373134328,,,,,92.49158730158729,0.67944251,0.19860627,92.49158730158729,17432,656546
Cade Gibson,MIA,27,53.2,82.01614457831326,95.64478873239436,,,113.32062256809341,102.66617543859647,90.88121212121214,,,92.4655754,0.56637168,0.10176991,92.4655754,31815,806188
Anthony Banda,LAD,31,64.2,93.29827160493828,104.80334661354583,,,104.37526586620925,,93.27463414634147,,,92.40541484716158,0.6,0.10188679,92.40541484716158,14706,607455
Yariel Rodríguez,TOR,28,72,91.66976138828637,108.27940298507464,,106.54910447761193,108.66381156316918,,,,,92.31252883762201,0.53424658,0.1130137,92.31252883762201,33838,684320
Aaron Bummer,ATL,31,50,89.03351351351351,104.89499999999997,,,118.13963190184049,121.19802120141341,,,,91.75632941176471,0.55607477,0.13551402,91.75632941176471,16258,607481
Justin Sterner,ATH,28,64,110.45282685512365,,99.88618497109823,,120.84048192771083,,,,,91.69901486988849,0.60687023,0.18320611,91.69901486988849,27694,686993
Lou Trivino,- - -,33,45.2,95.51921875000002,94.25443181818181,95.99189743589743,,128.12516197935207,99.24600000000001,91.93970149,,,91.65282844870664,0.57788945,0.09045226,91.65282844870664,15043,642152
Gregory Soto,- - -,30,60.1,101.31890410958904,112.37120147874307,,108.3,122.10432606941085,,,,,91.58543247850066,0.62724014,0.16487455,91.58543247850066,19677,642397
Cole Henry,WSN,25,52.2,98.94327272727271,107.64565217391304,97.91142857142857,,,113.38761111111113,83.71481481481482,,,90.99585366,0.52697095,0.08298755,90.99585366,27570,669371
Brad Keller,CHC,29,68.2,81.59399568,101.92658064516127,,,142.18952127659574,,92.54542635658915,,,90.92127973748978,0.63003663,0.18681319,90.92127973748978,15734,641745
Jalen Beeks,ARI,31,55.1,92.05930585683296,,111.46735632183908,,,,95.66784660766959,,,90.59021517553792,0.58035714,0.11160714,90.59021517553792,17192,656222
Bryan Abreu,HOU,28,71,106.8312121212121,117.08714285714287,,,114.08166666666665,,97.91199999999999,,,89.98057190916738,0.57432432,0.25,89.98057190916738,16609,650556
Mason Fluharty,TOR,23,52.2,,121.44,115.54891999999995,,121.29221288515413,,,,,89.73296728971964,0.57209302,0.14883721,89.73296728971964,31553,689254
Mason Miller,- - -,26,61.2,119.69199211045367,,,,127.93841986455982,,93.80090909090909,,,89.49899309372294,0.58119658,0.32478633,89.49899309372294,31757,695243
Daniel Lynch IV,KCR,28,63.1,82.47728506787328,103.21614973262034,,,99.22812698,,96.68891191709842,90.43703703703706,,88.82306985,0.6037037,0.06296296,88.82306985,21537,663738
Scott Barlow,CIN,32,67.1,94.21090196078434,89.23085106382977,,,106.01673876871881,115.47019417475727,,,,88.24326139088731,0.56081081,0.10810811,88.24326139088731,14993,605130
Andrés Muñoz,SEA,26,62.1,108.09072776280323,118.27333333333334,,,124.81539285714287,,120.00181818181817,,,87.44582524,0.59448819,0.21653543,87.44582524,20373,662253
Elvis Alvarado,ATH,26,42.1,106.32053398058252,86.92753246753244,,,110.20677551020407,,78.28193548387098,,,87.31913950456324,0.54644809,0.15300546,87.31913950456324,21662,665660
Mason Montgomery,TBR,25,46,120.01592267135325,,,,133.95480968858126,,,,,87.19400468384075,0.67464115,0.1722488,87.19400468384075,29770,682254
Jackson Rutledge,WSN,26,73.1,97.28195488721803,97.23503546099293,102.37977777777776,103.80285714285715,113.7450867052023,,,,,86.73374719521317,0.53636364,0.12424242,86.73374719521317,26215,671131
Kaleb Ort,HOU,33,46,108.04499999999999,,100.87805309734513,,115.0807735,,81.34369231,,,86.40254777070064,0.57731959,0.11340206,86.40254777070064,20061,672391
Brennan Bernardino,BOS,33,48.1,,101.27728613569319,87.9369697,,85.68620689655174,111.15509999999996,88.92730769230768,,,86.39019506,0.59330144,0.07177034,86.39019506,16835,657514
Tim Herrin,CLE,28,42.2,82.94867346938776,116.59063492063493,,,95.00373134,103.07210884353742,,,,85.54986631016043,0.55154639,0.07731959,85.54986631016043,25139,682120
Matt Brash,SEA,27,47.1,99.76749999999998,110.61117318435755,,,108.79445026178009,,116.10040816326534,162.77,,84.96189536031585,0.61306533,0.20100503,84.96189536031585,25756,666374
Fernando Cruz,NYY,35,48,92.63137254901962,96.52353982300886,,109.32425887265134,79.75347826086956,,,,,84.81022784810129,0.555,0.24,84.81022784810129,7048,518585
Cole Winn,TEX,25,41.2,113.49747126436782,121.52651162790696,93.54879310344828,102.29120000000002,97.25677966101692,107.6511111111111,,,,84.53793215,0.66049383,0.11111111,84.53793215,22113,668390
Seranthony Domínguez,- - -,30,62.2,107.85466666666666,106.62675862068966,,117.86338797814207,130.13389915476534,98.77222222222223,,,,83.89556521,0.54022989,0.16475096,83.89556521,19249,622554
Ryan Zeferjahn,LAA,27,56,117.86227692307693,,110.46938271604938,,129.18461538461543,,,,,83.60269119,0.5770751,0.14229249,83.60269119,25420,666171
Tyler Ferguson,ATH,31,58,110.22889473684211,103.33102040816328,100.08981481481479,,115.52088888888885,,96.8015,,,83.42921985815606,0.63821138,0.08130081,83.42921985815606,19481,621053
Steven Cruz,KCR,26,45.2,121.37531249999999,,107.30819277108434,,125.21576923076923,,,,,83.13044822256572,0.61375661,0.10582011,83.13044822256572,23165,674444
David Morgan,SDP,25,44,106.32809523809523,114.42541935483871,,,121.02469696969699,124.19672955974842,87.04,,,82.01319942611194,0.62146893,0.14124294,82.01319942611194,31616,688158
Brendon Little,TOR,28,68.1,80.2675,115.93670212765954,90.21814432989689,,,,,123.28010563380285,,81.70108766,0.55932203,0.1559322,81.70108766,21574,663893
Brant Hurter,DET,26,56,95.19673469387754,112.76643006263049,,,122.11844594594594,,91.39591836734695,,,80.66050163576882,0.5785124,0.15289256,80.66050163576882,30133,676428
